"postId","userId","parentId","subject","content","contentAsHtml","contentAsText","isComment","isAlias","userAlias","writer","limitGender","isLocked","hasPoll","commentCount","likeCount","dislikeCount","reportCount","readCount","boardId","groupId","createdAt","old_tag_id","old_group_id","ip","is_consultable","updated_at"
"520","11",NULL,,"좋지않아요는.......ㅎ","좋지않아요는.......ㅎ","좋지않아요는.......ㅎ","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-10-14 01:39:04","5","9",,"0","2011-10-14 01:39:04"
"521","2",NULL,,"헐 ㅋㅋㅋ 좋아요","헐 ㅋㅋㅋ 좋아요","헐 ㅋㅋㅋ 좋아요","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-10-14 18:53:15","1","1",,"0","2011-10-14 18:53:15"
"522","2",NULL,,"모의고사 문제풀이 화면 모바일 지원이 추가되었습니다~","모의고사 문제풀이 화면 모바일 지원이 추가되었습니다~","모의고사 문제풀이 화면 모바일 지원이 추가되었습니다~","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-10-19 17:33:20","1","1",,"0","2011-10-19 17:33:20"
"523","2",NULL,,"안드로이드에서 문제가 있다는 제보를 받았는데 제가 기기가 없어서 확인이 안됩니다 ;","안드로이드에서 문제가 있다는 제보를 받았는데 제가 기기가 없어서 확인이 안됩니다 ;","안드로이드에서 문제가 있다는 제보를 받았는데 제가 기기가 없어서 확인이 안됩니다 ;","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-10-19 23:13:53","1","1",,"0","2011-10-19 23:13:53"
"524","2",NULL,,"상황설명 + 스샷 찍어서 ********@gmail.com 으로 보내주시면 시간되는대로 확인할게요~","상황설명 + 스샷 찍어서 ********@gmail.com 으로 보내주시면 시간되는대로 확인할게요~","상황설명 + 스샷 찍어서 ********@gmail.com 으로 보내주시면 시간되는대로 확인할게요~","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-10-19 23:14:24","1","1",,"0","2011-10-19 23:14:24"
"525","2",NULL,,"그리고 기기가 뭔지, 안드로이드 버전이 어떤지 꼭 부탁합니다~","그리고 기기가 뭔지, 안드로이드 버전이 어떤지 꼭 부탁합니다~","그리고 기기가 뭔지, 안드로이드 버전이 어떤지 꼭 부탁합니다~","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-10-20 00:46:32","1","1",,"0","2011-10-20 00:46:32"
"526","2",NULL,,"안드로이드 2.1에서 일부 오동작 확인했습니다 수정 후 재공지 할게요~","안드로이드 2.1에서 일부 오동작 확인했습니다 수정 후 재공지 할게요~","안드로이드 2.1에서 일부 오동작 확인했습니다 수정 후 재공지 할게요~","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-10-20 22:24:18","1","1",,"0","2011-10-20 22:24:18"
"527","2",NULL,,"안드로이드 2.1에서의 버그 수정했습니다. 확인 부탁드립니다~","안드로이드 2.1에서의 버그 수정했습니다. 확인 부탁드립니다~","안드로이드 2.1에서의 버그 수정했습니다. 확인 부탁드립니다~","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-10-20 23:41:34","1","1",,"0","2011-10-20 23:41:34"
"528","2",NULL,,"모의고사, 위키 이용하시는 분들은 해당 페이지 접속 후 새로고침 부탁드립니다~","모의고사, 위키 이용하시는 분들은 해당 페이지 접속 후 새로고침 부탁드립니다~","모의고사, 위키 이용하시는 분들은 해당 페이지 접속 후 새로고침 부탁드립니다~","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-10-22 16:28:34","1","1",,"0","2011-10-22 16:28:34"
"529","2",NULL,,"향후 모의고사 개발 기간 동안 주말은 쉽니다~","향후 모의고사 개발 기간 동안 주말은 쉽니다~","향후 모의고사 개발 기간 동안 주말은 쉽니다~","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-10-23 01:28:00","1","1",,"0","2011-10-23 01:28:00"
"530","2",NULL,,"모의고사 버그가 수정되었고 폰트 가독성을 높였고 각 문제별 응답률 표시가 추가됐습니다~","모의고사 버그가 수정되었고 폰트 가독성을 높였고 각 문제별 응답률 표시가 추가됐습니다~","모의고사 버그가 수정되었고 폰트 가독성을 높였고 각 문제별 응답률 표시가 추가됐습니다~","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-10-25 00:33:05","1","1",,"0","2011-10-25 00:33:05"
"531","2",NULL,,"중복 답 정답으로 인정해주는 패치 되었습니다. 오늘 시험 이제 채점 가능합니다~","중복 답 정답으로 인정해주는 패치 되었습니다. 오늘 시험 이제 채점 가능합니다~","중복 답 정답으로 인정해주는 패치 되었습니다. 오늘 시험 이제 채점 가능합니다~","0","0",,NULL,,"0",NULL,"0","1","0",NULL,"0","1","1","2011-10-25 10:53:00","1","1",,"0","2011-10-25 10:53:00"
"532","2",NULL,,"엇 어디에 문제가 있으신가요 ? -0-","엇 어디에 문제가 있으신가요 ? -0-","엇 어디에 문제가 있으신가요 ? -0-","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-10-27 14:13:47","1","1",,"0","2011-10-27 14:13:47"
"533","51",NULL,,"응?왜 저기에 내 아이디가.....=ㅅ=);;;;;;;","응?왜 저기에 내 아이디가.....=ㅅ=);;;;;;;","응?왜 저기에 내 아이디가.....=ㅅ=);;;;;;;","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-10-26 19:35:31","5","9",,"0","2011-10-26 19:35:31"
"534","51",NULL,,"아뇨 그런건 아니고 검색순위에......ㅋ;;;;","아뇨 그런건 아니고 검색순위에......ㅋ;;;;","아뇨 그런건 아니고 검색순위에......ㅋ;;;;","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-10-27 19:32:30","5","9",,"0","2011-10-27 19:32:30"
"535","2",NULL,,"뭔가 올리셨던 게시물이 화제가 되었었나보네요 ㅋㅋㅋㅋ","뭔가 올리셨던 게시물이 화제가 되었었나보네요 ㅋㅋㅋㅋ","뭔가 올리셨던 게시물이 화제가 되었었나보네요 ㅋㅋㅋㅋ","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-10-27 23:22:55","1","1",,"0","2011-10-27 23:22:55"
"536","2",NULL,,"오늘부터 모의고사에 R형이 나오겠습니다.","오늘부터 모의고사에 R형이 나오겠습니다.","오늘부터 모의고사에 R형이 나오겠습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-10-31 09:20:18","1","1",,"0","2011-10-31 09:20:18"
"537","2",NULL,,"대신 모의고사가 좀 늦게 열리겠으니 양해바랍니다.","대신 모의고사가 좀 늦게 열리겠으니 양해바랍니다.","대신 모의고사가 좀 늦게 열리겠으니 양해바랍니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-10-31 09:20:20","1","1",,"0","2011-10-31 09:20:20"
"538","2",NULL,,"모의고사 오픈~ R형 문제가 끼어있으니 조심하세요~","모의고사 오픈~ R형 문제가 끼어있으니 조심하세요~","모의고사 오픈~ R형 문제가 끼어있으니 조심하세요~","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-10-31 18:05:06","1","1",,"0","2011-10-31 18:05:06"
"539","32",NULL,,"컨소시움","컨소시움","컨소시움","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-11-16 21:34:11","88","92",,"0","2011-11-16 21:34:11"
"540","2",NULL,,"앞으로는 주말 포함하여 매일 오전 9시 정각에 당일 모의고사 오픈됩니다~","앞으로는 주말 포함하여 매일 오전 9시 정각에 당일 모의고사 오픈됩니다~","앞으로는 주말 포함하여 매일 오전 9시 정각에 당일 모의고사 오픈됩니다~","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-11-17 12:12:19","1","1",,"0","2011-11-17 12:12:19"
"541","11",NULL,,"호오...대문이 달라졌네요.","호오...대문이 달라졌네요.","호오...대문이 달라졌네요.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-11-17 15:26:28","5","9",,"0","2011-11-17 15:26:28"
"542","2",NULL,,"네 ㅎㅎ 여력상 조금씩밖에 못 바꾸니까 저도 약간 정신없긴 하네요 ㅠㅠ","네 ㅎㅎ 여력상 조금씩밖에 못 바꾸니까 저도 약간 정신없긴 하네요 ㅠㅠ","네 ㅎㅎ 여력상 조금씩밖에 못 바꾸니까 저도 약간 정신없긴 하네요 ㅠㅠ","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-11-17 15:37:11","1","1",,"0","2011-11-17 15:37:11"
"543","2",NULL,,"자동 로그인 다시 지원합니다~ 공공장소에서 로그인 아웃에 주의하세요~","자동 로그인 다시 지원합니다~ 공공장소에서 로그인 아웃에 주의하세요~","자동 로그인 다시 지원합니다~ 공공장소에서 로그인 아웃에 주의하세요~","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-11-17 15:37:31","1","1",,"0","2011-11-17 15:37:31"
"544","2",NULL,,"익스플로러에서 일일 모의고사 채점 버튼이 저 위로 가버리는 증상 수정했습니다~","익스플로러에서 일일 모의고사 채점 버튼이 저 위로 가버리는 증상 수정했습니다~","익스플로러에서 일일 모의고사 채점 버튼이 저 위로 가버리는 증상 수정했습니다~","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-11-17 22:28:02","1","1",,"0","2011-11-17 22:28:02"
"545","2",NULL,,"사이트 기능 장애 복구되었습니다 ㅠㅠ","사이트 기능 장애 복구되었습니다 ㅠㅠ","사이트 기능 장애 복구되었습니다 ㅠㅠ","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-11-18 22:54:51","1","1",,"0","2011-11-18 22:54:51"
"546","41",NULL,,"수고 많으십니다~","수고 많으십니다~","수고 많으십니다~","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-11-19 11:59:38","89","93",,"0","2011-11-19 11:59:38"
"547","6",NULL,,"항상 감사합니다!","항상 감사합니다!","항상 감사합니다!","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-11-19 16:09:20","90","94",,"0","2011-11-19 16:09:20"
"548","2",NULL,,"메모라이가 암기법 앱(베타임 ㅋㅋ)으로 추가되었습니다. 상단 및 좌측 메뉴에서 이용하세요~","메모라이가 암기법 앱(베타임 ㅋㅋ)으로 추가되었습니다. 상단 및 좌측 메뉴에서 이용하세요~","메모라이가 암기법 앱(베타임 ㅋㅋ)으로 추가되었습니다. 상단 및 좌측 메뉴에서 이용하세요~","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-11-21 16:39:56","1","1",,"0","2011-11-21 16:39:56"
"549","75",NULL,,"cmc","cmc","cmc","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-11-20 20:04:24","91","95",,"0","2011-11-20 20:04:24"
"550","2",NULL,,"사이트 접속 장애 복구되었습니다 아놔 ㅋㅋ","사이트 접속 장애 복구되었습니다 아놔 ㅋㅋ","사이트 접속 장애 복구되었습니다 아놔 ㅋㅋ","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-11-24 13:24:45","1","1",,"0","2011-11-24 13:24:45"
"551","2",NULL,,"이번 주 내내 골골골... 여러분 감기 조심하세요 흑흑","이번 주 내내 골골골... 여러분 감기 조심하세요 흑흑","이번 주 내내 골골골... 여러분 감기 조심하세요 흑흑","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-11-25 10:34:40","1","1",,"0","2011-11-25 10:34:40"
"552","17",NULL,,"****님 감기조심하세요^^","****님 감기조심하세요^^","****님 감기조심하세요^^","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-11-25 10:51:51","92","96",,"0","2011-11-25 10:51:51"
"553","46",NULL,,"****님 얼른 쾌차하세요~ 싸이트의 발전이 기대됩니다","****님 얼른 쾌차하세요~ 싸이트의 발전이 기대됩니다","****님 얼른 쾌차하세요~ 싸이트의 발전이 기대됩니다","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-11-25 11:06:54","93","97",,"0","2011-11-25 11:06:54"
"554","13",NULL,,"안녕하세요?","안녕하세요?","안녕하세요?","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-11-25 12:32:33","94","98",,"0","2011-11-25 12:32:33"
"555","2",NULL,,"감사합니다 ㅎㅎ","감사합니다 ㅎㅎ","감사합니다 ㅎㅎ","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-11-25 14:45:07","1","1",,"0","2011-11-25 14:45:07"
"556","2",NULL,,"안녕하세요 !","안녕하세요 !","안녕하세요 !","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-11-25 14:45:13","1","1",,"0","2011-11-25 14:45:13"
"557","17",NULL,,"인증해주셔요 ㅜㅜ","인증해주셔요 ㅜㅜ","인증해주셔요 ㅜㅜ","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-11-25 17:13:23","95","99",,"0","2011-11-25 17:13:23"
"558","18",NULL,,"전공의시험-올해 정신과는 안보나요? (일독했는데) 교육연구부 공지보니, 내외산소만 나와있네요","전공의시험-올해 정신과는 안보나요? (일독했는데) 교육연구부 공지보니, 내외산소만 나와있네요","전공의시험-올해 정신과는 안보나요? (일독했는데) 교육연구부 공지보니, 내외산소만 나와있네요","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-11-25 18:09:30","96","100",,"0","2011-11-25 18:09:30"
"559","29",NULL,,"병원마다 달라요","병원마다 달라요","병원마다 달라요","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-11-28 09:19:14","97","101",,"0","2011-11-28 09:19:14"
"561","60",NULL,,"아이유 2집 너무 좋아요 ♡","아이유 2집 너무 좋아요 ♡","아이유 2집 너무 좋아요 ♡","0","0",,NULL,,"0",NULL,"0","1","0",NULL,"0","1","1","2011-11-29 18:58:31","99","103",,"0","2011-11-29 18:58:31"
"562","2",NULL,,"이유는 사랑입니다","이유는 사랑입니다","이유는 사랑입니다","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-11-29 21:06:00","1","1",,"0","2011-11-29 21:06:00"
"563","2",NULL,,"일일모의고사에 '최근 댓글' 항목 추가 및 오답노트에 추가정보 표시됩니다","일일모의고사에 '최근 댓글' 항목 추가 및 오답노트에 추가정보 표시됩니다","일일모의고사에 '최근 댓글' 항목 추가 및 오답노트에 추가정보 표시됩니다","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-01 18:27:09","1","1",,"0","2011-12-01 18:27:09"
"564","18",NULL,,"배너클릭 해버렸음 ㅠㅠ 공부는 안하고","배너클릭 해버렸음 ㅠㅠ 공부는 안하고","배너클릭 해버렸음 ㅠㅠ 공부는 안하고","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-11-30 18:43:06","96","100",,"0","2011-11-30 18:43:06"
"565","58",NULL,,"가이 선생님","가이 선생님","가이 선생님","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-11-30 19:12:36","100","104",,"0","2011-11-30 19:12:36"
"566","2",NULL,,"배너클릭 해버렸음 ㅠㅠ 코딩은 안하고","배너클릭 해버렸음 ㅠㅠ 코딩은 안하고","배너클릭 해버렸음 ㅠㅠ 코딩은 안하고","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-11-30 19:20:18","1","1",,"0","2011-11-30 19:20:18"
"567","17",NULL,,"업타운홀릭♡ 배너에서 눈이 멈춰있는..ㅋㅋ","업타운홀릭♡ 배너에서 눈이 멈춰있는..ㅋㅋ","업타운홀릭♡ 배너에서 눈이 멈춰있는..ㅋㅋ","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-01 14:46:56","92","96",,"0","2011-12-01 14:46:56"
"568","2",NULL,,"좀 맘에 안들긴 하지만... 결과보기도 인쇄됩니다","좀 맘에 안들긴 하지만... 결과보기도 인쇄됩니다","좀 맘에 안들긴 하지만... 결과보기도 인쇄됩니다","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-01 19:31:19","1","1",,"0","2011-12-01 19:31:19"
"569","13",NULL,,"카카시 선생님","카카시 선생님","카카시 선생님","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-01 22:00:00","101","105",,"0","2011-12-01 22:00:00"
"570","13",NULL,,"사스케","사스케","사스케","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-01 22:00:13","101","105",,"0","2011-12-01 22:00:13"
"571","84",NULL,,"전공의","전공의","전공의","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-11 17:58:11","102","106",,"0","2011-12-11 17:58:11"
"572","2",NULL,,"ㅋㅋㅋ 여러분 검색은 오른쪽 위에서 하세요~ 여긴 낚시터입니다 파닥파닥","ㅋㅋㅋ 여러분 검색은 오른쪽 위에서 하세요~ 여긴 낚시터입니다 파닥파닥","ㅋㅋㅋ 여러분 검색은 오른쪽 위에서 하세요~ 여긴 낚시터입니다 파닥파닥","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-12 01:30:48","1","1",,"0","2011-12-12 01:30:48"
"573","14",NULL,,"전공의","전공의","전공의","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-11 22:41:44","103","107",,"0","2011-12-11 22:41:44"
"574","41",NULL,,"재활의학","재활의학","재활의학","0","0",,NULL,,"0",NULL,"0","1","0",NULL,"0","1","1","2011-12-11 23:58:26","104","108",,"0","2011-12-11 23:58:26"
"575","59",NULL,,"검색한거였군요...ㅋㅋㅋ","검색한거였군요...ㅋㅋㅋ","검색한거였군요...ㅋㅋㅋ","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-12 02:04:08","5","9",,"0","2011-12-12 02:04:08"
"576","67",NULL,,"훈남의","훈남의","훈남의","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-12 12:17:57","4","4",,"0","2011-12-12 12:17:57"
"577","2",NULL,,"***쌤은 이시대의 훈남 트위터의 정벅자","***쌤은 이시대의 훈남 트위터의 정벅자","***쌤은 이시대의 훈남 트위터의 정벅자","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-12 12:51:07","1","1",,"0","2011-12-12 12:51:07"
"578","13",NULL,,"우치하는 영원하다","우치하는 영원하다","우치하는 영원하다","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-12 13:48:42","101","105",,"0","2011-12-12 13:48:42"
"579","17",NULL,,"ㅋㅋㅋㅋ 검색창은 오른족 위 ㅋㅋ","ㅋㅋㅋㅋ 검색창은 오른족 위 ㅋㅋ","ㅋㅋㅋㅋ 검색창은 오른족 위 ㅋㅋ","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-12 17:01:53","92","96",,"0","2011-12-12 17:01:53"
"580","67",NULL,,"***는 짱이다 (읭?)","***는 짱이다 (읭?)","***는 짱이다 (읭?)","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-12 17:42:57","4","4",,"0","2011-12-12 17:42:57"
"581","60",NULL,,"브레인 보시나요? 오늘 완전 막장 치네요.. 뻣뻣한 인튜베이션 그대로고..심방세동(PSVT로 보이던데)에 defib하고..펠로우선생님이 CPR하는데 3년차는 손놓고 앰부짜던것도 놓고 보고 있고..","브레인 보시나요? 오늘 완전 막장 치네요.. 뻣뻣한 인튜베이션 그대로고..심방세동(PSVT로 보이던데)에 defib하고..펠로우선생님이 CPR하는데 3년차는 손놓고 앰부짜던것도 놓고 보고 있고..","브레인 보시나요? 오늘 완전 막장 치네요.. 뻣뻣한 인튜베이션 그대로고..심방세동(PSVT로 보이던데)에 defib하고..펠로우선생님이 CPR하는데 3년차는 손놓고 앰부짜던것도 놓고 보고 있고..","0","0",,NULL,,"0",NULL,"0","1","0",NULL,"0","1","1","2011-12-12 22:17:31","99","103",,"0","2011-12-12 22:17:31"
"582","13",NULL,,"일족의 희생을 밟고 거짓 행복을 영위하는 가증스런 나뭇잎 마을 놈들... 용서할 수 없다.","일족의 희생을 밟고 거짓 행복을 영위하는 가증스런 나뭇잎 마을 놈들... 용서할 수 없다.","일족의 희생을 밟고 거짓 행복을 영위하는 가증스런 나뭇잎 마을 놈들... 용서할 수 없다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-13 12:36:33","101","105",,"0","2011-12-13 12:36:33"
"583","2",NULL,,"ㅋㅋㅋ","ㅋㅋㅋ","ㅋㅋㅋ","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-13 10:35:50","1","1",,"0","2011-12-13 10:35:50"
"584","10",NULL,,"뭐라는거야똑바로말해","뭐라는거야똑바로말해","뭐라는거야똑바로말해","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-13 23:43:39","105","109",,"0","2011-12-13 23:43:39"
"585","43",NULL,,"운영자님 오늘 시험 결과보기에 Internal Server Error 가 떠요 ㅠㅠ","운영자님 오늘 시험 결과보기에 Internal Server Error 가 떠요 ㅠㅠ","운영자님 오늘 시험 결과보기에 Internal Server Error 가 떠요 ㅠㅠ","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-14 16:57:13","106","110",,"0","2011-12-14 16:57:13"
"586","57",NULL,,"운영자님 저두요ㅠㅠ 오답노트도 internal server error가 나요 ㅠ","운영자님 저두요ㅠㅠ 오답노트도 internal server error가 나요 ㅠ","운영자님 저두요ㅠㅠ 오답노트도 internal server error가 나요 ㅠ","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-14 17:41:49","100","104",,"0","2011-12-14 17:41:49"
"587","57",NULL,,"사스케 정신 차려이","사스케 정신 차려이","사스케 정신 차려이","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-14 17:42:17","100","104",,"0","2011-12-14 17:42:17"
"589","48",NULL,,"운영자님 저도 서버에러요","운영자님 저도 서버에러요","운영자님 저도 서버에러요","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-14 21:22:55","108","112",,"0","2011-12-14 21:22:55"
"590","2",NULL,,"아아.. 내일 아침에 확인해보겠습니다","아아.. 내일 아침에 확인해보겠습니다","아아.. 내일 아침에 확인해보겠습니다","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-15 02:11:52","1","1",,"0","2011-12-15 02:11:52"
"591","2",NULL,,"오류 수정했습니다 확인이 늦어서 죄송합니다~","오류 수정했습니다 확인이 늦어서 죄송합니다~","오류 수정했습니다 확인이 늦어서 죄송합니다~","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-15 10:59:26","1","1",,"0","2011-12-15 10:59:26"
"592","28",NULL,,"틀린문제 인쇄는 언제 지원되나요?","틀린문제 인쇄는 언제 지원되나요?","틀린문제 인쇄는 언제 지원되나요?","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-15 12:55:49","109","113",,"0","2011-12-15 12:55:49"
"593","51",NULL,,"운영자님 최근 모의고사에 그림 안보이는 문제가 많아요ㅜ 확인 부탁드립니다^ㅡ^","운영자님 최근 모의고사에 그림 안보이는 문제가 많아요ㅜ 확인 부탁드립니다^ㅡ^","운영자님 최근 모의고사에 그림 안보이는 문제가 많아요ㅜ 확인 부탁드립니다^ㅡ^","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-15 16:38:34","110","114",,"0","2011-12-15 16:38:34"
"594","2",NULL,,"ㅠㅠ 죄송합니다 제가 요새 못 보고 있네요 내일 시간내서 조치하겠습니다~","ㅠㅠ 죄송합니다 제가 요새 못 보고 있네요 내일 시간내서 조치하겠습니다~","ㅠㅠ 죄송합니다 제가 요새 못 보고 있네요 내일 시간내서 조치하겠습니다~","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-16 00:17:54","1","1",,"0","2011-12-16 00:17:54"
"595","17",NULL,,"항상 수고가 많으세요 ****님^^","항상 수고가 많으세요 ****님^^","항상 수고가 많으세요 ****님^^","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-17 10:23:03","92","96",,"0","2011-12-17 10:23:03"
"596","16",NULL,,"국립암센터","국립암센터","국립암센터","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-17 11:04:26","111","115",,"0","2011-12-17 11:04:26"
"597","21",NULL,,"start","start","start","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-17 13:00:42","112","116",,"0","2011-12-17 13:00:42"
"598","54",NULL,,"매일모의고사 너무 좋아요. 감사드립니다","매일모의고사 너무 좋아요. 감사드립니다","매일모의고사 너무 좋아요. 감사드립니다","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-20 00:53:41","23","27",,"0","2011-12-20 00:53:41"
"599","63",NULL,,"헉 모의고사 감사하다고 글을썼었는데 옆에 뭔가 있어서 클릭하니까 지워지네요 ㅋ;;","헉 모의고사 감사하다고 글을썼었는데 옆에 뭔가 있어서 클릭하니까 지워지네요 ㅋ;;","헉 모의고사 감사하다고 글을썼었는데 옆에 뭔가 있어서 클릭하니까 지워지네요 ㅋ;;","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-21 00:25:27","113","117",,"0","2011-12-21 00:25:27"
"600","2",NULL,,"^^","^^","^^","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-20 00:22:28","1","1",,"0","2011-12-20 00:22:28"
"601","11",NULL,,"국시 공부가 안 되는 요즘 매일모의고사로 자극받으며 버티고 있어요! 정말 무한 감사드려요","국시 공부가 안 되는 요즘 매일모의고사로 자극받으며 버티고 있어요! 정말 무한 감사드려요","국시 공부가 안 되는 요즘 매일모의고사로 자극받으며 버티고 있어요! 정말 무한 감사드려요","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-20 00:49:00","114","118",,"0","2011-12-20 00:49:00"
"602","13",NULL,,"저두요... 다른분들은공부안될때뭐하나요?","저두요... 다른분들은공부안될때뭐하나요?","저두요... 다른분들은공부안될때뭐하나요?","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-20 10:17:35","115","119",,"0","2011-12-20 10:17:35"
"603","14",NULL,,"정회원 인증받아서 빨리 모의고사 쳐보고 싶은데 정회원 인증 얼마나 걸리나요;; ㅎ","정회원 인증받아서 빨리 모의고사 쳐보고 싶은데 정회원 인증 얼마나 걸리나요;; ㅎ","정회원 인증받아서 빨리 모의고사 쳐보고 싶은데 정회원 인증 얼마나 걸리나요;; ㅎ","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-20 11:40:27","116","120",,"0","2011-12-20 11:40:27"
"604","35",NULL,,"공부안될때친구들이랑맛있는거먹고야구한판치고와보세요 집중잘되요^^","공부안될때친구들이랑맛있는거먹고야구한판치고와보세요 집중잘되요^^","공부안될때친구들이랑맛있는거먹고야구한판치고와보세요 집중잘되요^^","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-20 14:11:13","117","121",,"0","2011-12-20 14:11:13"
